x
303	322 Sp12
304	324 Sp10
305	325 Sp10
306	325 Sp12
307	329 Sp10
308	330 Sp10
309	331 Sp9
310	332 Sp9
311	333 Sp14
312	336 Sp12
313	337 Sp12
314	340 Sp17
315	341 Sp8
316	342 Sp8
317	343 Sp19
318	345 Sp12
319	346 Sp12
320	347 Sp20
321	352 Sp0
322	353 Sp0
323	354 Sp0
324	355 Sp0
325	356 Sp0
326	357 Sp0
327	358 Sp0
328	359 Sp14
329	360 Sp0
330	361 Sp0
331	362 Sp0
332	363 Sp0
333	364 Sp0
334	365 Sp0
335	366 Sp14
336	367 Sp12
337	368 Sp12
338	369 Sp12
339	370 Sp12
340	371 Sp12
341	372 Sp12
342	373 Sp12
343	374 Sp22
344	375 Sp22
345	376 Sp22
346	379 Sp0
347	380 Sp0
348	381 Sp0
349	382 Sp0
350	383 Sp14
351	384 Sp20
352	385 Sp20
353	386 Sp20
354	387 Sp20
355	388 Sp12
356	389 Sp22
357	390 Sp21
358	391 Sp21
359	392 Sp21
360	393 Sp21
361	394 Sp20
362	395 Sp20
363	396 Sp20
364	397 Sp20
365	398 Sp20
366	400 Sp14
367	401 Sp14
368	402 Sp14
369	403 Sp12
370	404 Sp14
371	405 Sp14
372	406 Sp0
373	407 Sp21
374	408 Sp21
375	409 Sp21
376	410 Sp21
377	411 Sp21
378	412 Sp21
379	413 Sp0
380	414 Sp0
381	415 Sp14
382	416 Sp14
383	417 Sp0
384	418 Sp19
385	419 Sp19
386	420 Sp19
387	421 Sp12
388	422 Sp12
389	423 Sp14
390	424 Sp14
391	425 Sp14
392	426 Sp0
393	427 Sp19
394	428 Sp24
395	429 Sp14
396	430 Sp0
397	431 Sp0
398	432 Sp8
399	434 Sp21
400	435 Sp21
401	436 Sp0
402	437 Sp0
403	438 Sp14
404	439 Sp14
405	440 Sp0
406	441 Sp14
407	442 Sp14
408	443 Sp14
409	444 Sp22
410	445 Sp22
411	446 Sp19
412	447 Sp14
413	448 Sp14
414	449 Sp14
415	450 Sp14
416	451 Sp22
417	452 Sp22
418	453 Sp19
419	454 Sp21
420	455 Sp21
421	456 Sp21
422	457 Sp21
423	458 Sp21
424	459 Sp21
425	460 Sp21
426	461 Sp21
427	462 Sp21
428	463 Sp21
429	465 Sp10
430	466 Sp10
431	467 Sp8
432	468 Sp8
433	469 Sp0
434	470 Sp0
435	471 Sp12
436	472 Sp12
437	475 Sp14
438	476 Sp0
439	478 Sp14
440	479 Sp14
441	480 Sp14
442	481 Sp0
443	482 Sp0
444	483 Sp22
445	484 Sp22
446	485 Sp21
447	486 Sp22
448	487 Sp19
449	489 Sp21
450	490 Sp21
451	491 Sp21
452	492 Sp21
453	493 Sp21
454	494 Sp21
455	495 Sp21
456	496 Sp21
457	499 Sp8
458	500 Sp8
459	501 Sp10
460	502 Sp10
461	503 Sp14
462	504 Sp24
463	505 Sp19
464	506 Sp19
465	507 Sp24
466	508 Sp21
467	509 Sp21
468	510 Sp0
469	511 Sp14
470	512 Sp14
471	513 Sp14
472	514 Sp24
473	515 Sp24
474	516 Sp19
475	517 Sp24
476	518 Sp21
477	519 Sp21
478	520 Sp14
479	521 Sp14
480	522 Sp14
481	523 Sp14
482	524 Sp0
483	525 Sp21
484	526 Sp14
485	527 Sp14
486	528 Sp0
487	529 Sp0
488	530 Sp14
489	531 Sp0
490	532 Sp0
491	533 Sp0
492	534 Sp8
493	535 Sp8
494	536 Sp8
495	537 Sp14
496	538 Sp14
497	539 Sp21
498	541 Sp8
499	542 Sp8
500	543 Sp8
501	544 Sp8
502	545 Sp8
503	546 Sp8
504	547 Sp8
505	548 Sp10
506	549 Sp0
507	550 Sp0
508	551 Sp14
509	552 Sp0
510	553 Sp0
511	554 Sp0
512	555 Sp0
513	556 Sp0
514	557 Sp14
515	558 Sp0
516	559 Sp0
517	560 Sp0
518	561 Sp0
519	563 Sp21
520	564 Sp21
521	565 Sp21
522	566 Sp0
523	567 Sp0
524	568 Sp0
525	569 Sp21
526	570 Sp21
527	571 Sp21
528	572 Sp12
529	572 Sp25
530	573 Sp12
531	573 Sp24
532	574 Sp24
533	575 Sp24
534	576 Sp12
535	576 Sp25
536	577 Sp12
537	577 Sp24
538	578 Sp25
539	579 Sp25
540	580 Sp25
541	581 Sp0
542	582 Sp0
543	583 Sp0
544	584 Sp0
545	585 Sp0
546	586 Sp0
547	587 Sp24
548	588 Sp24
549	589 Sp24
550	590 Sp14
551	591 Sp0
552	592 Sp0
553	593 Sp25
554	594 Sp25
555	595 Sp14
556	596 Sp14
557	597 Sp25
558	598 Sp21
559	599 Sp0
560	600 Sp24
561	601 Sp24
562	602 Sp21
563	603 Sp24
564	604 Sp24
565	605 Sp24
566	606 Sp24
567	607 Sp24
568	608 Sp24
569	609 Sp19
570	610 Sp19
571	611 Sp24
572	612 Sp24
573	613 Sp24
574	614 Sp24
575	615 Sp24
576	616 Sp24
577	617 Sp24
578	618 Sp14
579	619 Sp14
580	620 Sp14
581	621 Sp14
582	622 Sp14
583	623 Sp14
584	624 Sp14
585	625 Sp14
586	626 Sp14
587	627 Sp14
588	628 Sp14
589	630 Sp14
590	631 Sp14
591	632 Sp14
592	633 Sp12
593	634 Sp14
594	635 Sp14
595	636 Sp12
596	637 Sp12
597	638 Sp12
598	639 Sp21
599	640 Sp21
